"","fullname","basename","qa_date","sampleID","datestart","sampletype","fieldworkerID","HHID","loggerID","samplerate_minutes","sampling_duration","completeness_fl","time_interval_fl","beacon_presence_fl","beacon_time","startup_proc_fl","duration_fl","flag_total"
"1","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-09-19_KE152-KE004-K_1261","2019-09-19_KE152-KE004-K_1261",2019-10-30,"KE152-KE004-K",2019-09-19,"K",4,152,"1261",0.683333333333333,1.14756944444444,0,0,1,0,0,0,1
"2","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-09-19_KE152-KE004-L_1296","2019-09-19_KE152-KE004-L_1296",2019-10-30,"KE152-KE004-L",2019-09-19,"L",4,152,"1296",0.683333333333333,1.13418981481481,0,0,1,0,1,0,2
"3","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-09-27_KE085-KE005-K_1354","2019-09-27_KE085-KE005-K_1354",2019-10-30,"KE085-KE005-K",2019-09-27,"K",5,85,"1354",0.683333333333333,1.22513888888889,0,0,1,0,0,0,1
"4","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-09-27_KE085-KE005-L_1303","2019-09-27_KE085-KE005-L_1303",2019-10-30,"KE085-KE005-L",2019-09-27,"L",5,85,"1303",0.683333333333333,1.12386574074074,0,0,1,0,0,0,1
"5","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-09-27_KE126-KE004-K_1357","2019-09-27_KE126-KE004-K_1357",2019-10-30,"KE126-KE004-K",2019-09-27,"K",4,126,"1357",0.683333333333333,0.135972222222222,1,0,1,0,0,1,3
"6","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-09-27_KE126-KE004-L_1272","2019-09-27_KE126-KE004-L_1272",2019-10-30,"KE126-KE004-L",2019-09-27,"L",4,126,"1272",0.683333333333333,0.258530092592593,0,0,1,0,0,1,2
"7","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-09-27_KE157-KE013-K_1353","2019-09-27_KE157-KE013-K_1353",2019-10-30,"KE157-KE013-K",2019-09-27,"K",13,157,"1353",0.683333333333333,3.08890046296296,0,0,1,0,0,0,1
"8","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-09-27_KE157-KE013-L_1365","2019-09-27_KE157-KE013-L_1365",2019-10-30,"KE157-KE013-L",2019-09-27,"L",13,157,"1365",0.35,3.07049768518519,0,0,1,0,1,0,2
"9","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-10-07_KE238-KE013-K_1351","2019-10-07_KE238-KE013-K_1351",2019-10-30,"KE238-KE013-K",2019-10-07,"K",13,238,"1351",0.683333333333333,3.15224537037037,0,0,1,0,0,0,1
"10","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-10-07_KE238-KE013-L_1306","2019-10-07_KE238-KE013-L_1306",2019-10-30,"KE238-KE013-L",2019-10-07,"L",13,238,"1306",0.35,3.16331018518519,0,0,1,0,1,0,2
"11","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-10-08_KE157-KE001-K_1272","2019-10-08_KE157-KE001-K_1272",2019-10-30,"KE157-KE001-K",2019-10-08,"K",1,157,"1272",0.683333333333333,5.8272337962963,0,0,1,0,0,0,1
"12","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-10-08_KE157-KE001-L_1306","2019-10-08_KE157-KE001-L_1306",2019-10-30,"KE157-KE001-L",2019-10-08,"L",1,157,"1306",0.35,3.02621527777778,0,0,1,0,1,0,2
"13","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-10-14_KE053-KE011-K_1355","2019-10-14_KE053-KE011-K_1355",2019-10-30,"KE053-KE011-K",2019-10-14,"K",11,53,"1355",0.683333333333333,2.02408564814815,0,0,1,0,0,0,1
"14","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-10-14_KE053-KE011-L_1341","2019-10-14_KE053-KE011-L_1341",2019-10-30,"KE053-KE011-L",2019-10-14,"L",11,53,"1341",0.683333333333333,2.20581018518519,0,0,1,0,1,0,2
"15","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-10-14_KE229-KE005-K_1261","2019-10-14_KE229-KE005-K_1261",2019-10-30,"KE229-KE005-K",2019-10-14,"K",5,229,"1261",0.683333333333333,1.21793981481481,0,0,1,0,1,0,2
"16","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-10-14_KE229-KE005-L_1344","2019-10-14_KE229-KE005-L_1344",2019-10-30,"KE229-KE005-L",2019-10-14,"L",5,229,"1344",0.35,1.23344907407407,0,0,1,0,0,0,1
"17","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-10-15_KE026-KE005-K_1345","2019-10-15_KE026-KE005-K_1345",2019-10-30,"KE026-KE005-K",2019-10-15,"K",5,26,"1345",0.683333333333333,0.556585648148148,0,0,1,0,0,1,2
"18","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-10-15_KE026-KE005-L_1343","2019-10-15_KE026-KE005-L_1343",2019-10-30,"KE026-KE005-L",2019-10-15,"L",5,26,"1343",0.35,0.0090625,1,0,1,1,1,1,5
"19","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-10-15_KE158-KE011-K_1272","2019-10-15_KE158-KE011-K_1272",2019-10-30,"KE158-KE011-K",2019-10-15,"K",11,158,"1272",0.683333333333333,1.0337037037037,0,0,1,0,0,0,1
"20","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-10-15_KE158-KE011-L_1306","2019-10-15_KE158-KE011-L_1306",2019-10-30,"KE158-KE011-L",2019-10-15,"L",11,158,"1306",0.683333333333333,1.15290509259259,0,0,1,0,1,0,2
"21","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-10-16_KE199-KE011-K_1261","2019-10-16_KE199-KE011-K_1261",2019-10-30,"KE199-KE011-K",2019-10-16,"K",11,199,"1261",0.683333333333333,1.05695601851852,0,0,1,0,0,0,1
"22","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-10-16_KE199-KE011-L_1344","2019-10-16_KE199-KE011-L_1344",2019-10-30,"KE199-KE011-L",2019-10-16,"L",11,199,"1344",0.35,1.19369212962963,0,0,1,0,0,0,1
"23","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-10-17_KE015-KE005-K_1345","2019-10-17_KE015-KE005-K_1345",2019-10-30,"KE015-KE005-K",2019-10-17,"K",5,15,"1345",0.683333333333333,1.05935185185185,0,0,1,0,0,0,1
"24","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-10-17_KE015-KE005-L_1296","2019-10-17_KE015-KE005-L_1296",2019-10-30,"KE015-KE005-L",2019-10-17,"L",5,15,"1296",0.35,1.05931712962963,0,0,1,0,1,0,2
"25","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-10-17_KE026-KE005-K_1272","2019-10-17_KE026-KE005-K_1272",2019-10-30,"KE026-KE005-K",2019-10-17,"K",5,26,"1272",0.683333333333333,1.15119212962963,0,0,1,0,0,0,1
"26","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-10-17_KE026-KE011-L_1356","2019-10-17_KE026-KE011-L_1356",2019-10-30,"KE026-KE011-L",2019-10-17,"L",11,26,"1356",0.35,1.15230324074074,0,0,1,0,0,0,1
